微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id
5132410822328351,PdB9w9LI3,逍遥易师,2025-02-10 07:59:17,《雷军的八字命运》伤官生财，富贵自天排！ 雷军，1969年12月16日出生于湖北省仙桃市剅河镇赵湾村四组，小米科技有限责任公司创始人、董事长、首席执行官（CEO），中华人民共和国第十二、十三、十四届全国人民代表大会代表，中国民间商会副会长。 乾造：己酉，丙子，乙丑，戊寅。 3岁起运:亥，戌，酉， ...全文,0,0,1,中国,云南,N/A,手持罗盘自驾游，造化人间将相侯！,99,1.2万,男,https://weibo.com/u/7068334829,https://m.weibo.cn/detail/PdB9w9LI3,PdB9w9LI3
5132410453491846,PdB8VeEo6,用我的事换大家的快乐,2025-02-10 07:57:49,#小米眼镜# @雷军 @小米眼镜 @王化 电子技术这么发达了，可不可以出【电子自适近视镜】，用自适不断修改眼视力向好。 ,0,0,0,中国,辽宁,抚顺,自遣 [ 唐 ]  罗隐 得即高歌失即休，多愁多恨亦悠悠。 今朝有酒今朝醉，明日愁来明日愁。 有些人怨声载道的抱怨被世界抛弃，其实世界根本就没空搭理你,90,172,男,https://weibo.com/u/1230900701,https://m.weibo.cn/detail/PdB8VeEo6,PdB8VeEo6
5132095334910277,PdsWFkBo1,大圣说车,2025-02-09 11:05:40,#小米汽车澄清断轴谣言# 本次事件不影响销量，也基本不影响小米汽车的口碑，理论上小米公司对旗下的任何产品质量方面肯定是相当重视，因为一旦产品质量不行，信誉坍塌，影响的将是小米集团的整个发展。所以，小米不可能不明白这一点，雷军也好，小米公司内部也好，他们比谁都重视公司产品质量，产品质 ...全文,4,17,89,中国,河南,郑州,业内知名汽车博主，汽车行业财报观察家，汽车行业独立第三方学者，互联网资深科技博主。,389,25.1万,男,https://weibo.com/u/7275374113,https://m.weibo.cn/detail/PdsWFkBo1,PdsWFkBo1
5132408380459333,PdB5A1VuB,还-好-有-你-在,2025-02-10 07:49:36,智能手机越来越普及，够用就行   雷总@雷军    #我是米粉# ,0,0,0,中国,湖北,黄冈,坚持原创，就是坚持品质！,96,46,男,https://weibo.com/u/6859313354,https://m.weibo.cn/detail/PdB5A1VuB,PdB5A1VuB
5132408229988148,PdB5kFUna,为什么不解决老百姓的问题,2025-02-10 07:49:00,雷军 关于二十年的拆迁房70多家没有解决  1，为什么？二十年的拆迁房没有解决，难道现在还要我们给万州区政府的官员们送礼后，再给我们解决这个二十年的拆迁房的问题吗？ 2，为什么？我们老百姓从2016年开始每年无数次的找区政府信访办、周家坝办事处、映水评社区、开发商都无结果。 3，为什么 ...全文,0,0,0,中国,重庆,重庆,,12145,1548,男,https://weibo.com/u/7877586781,https://m.weibo.cn/detail/PdB5kFUna,PdB5kFUna
5132407673979500,PdB4rgHfu,x_小徐同学,2025-02-10 07:46:48,雷军 早早早，又是早起上班的一周 ,0,5,7,中国,山东,青岛,永远相信美好的事情即将发生!,233,62,女,https://weibo.com/u/6308324433,https://m.weibo.cn/detail/PdB4rgHfu,PdB4rgHfu
5132406830924122,PdB353Spc,乌啼千江雪,2025-02-10 07:43:26,今日梦境 梦到雷军创业初期兜里连下馆子钱都是借的， 长期主义者和乐观主义在乎的是生活的内容与事情本身，例如洗漱餐饭  平常心看待一切变化！ ,0,0,0,中国,辽宁,鞍山,小可从心写，愿与诸兄结 待到明月熟，与君弄清喈,1037,797,女,https://weibo.com/u/5941324442,https://m.weibo.cn/detail/PdB353Spc,PdB353Spc
5132406622783089,PdB2KbG0x,奚氏珍宝,2025-02-10 07:42:37,#新出行社区# 胡总@胡峥楠 来爆料昨天雷总@雷军 驾驶小米yu7更具体的出行路线了。 昨天是从北京到上海的长途自驾，两次休息补能是在济... 网页链接 ,0,0,0,中国,上海,上海,我憨厚不代表我没有态度…,905,172,男,https://weibo.com/u/2832783747,https://m.weibo.cn/detail/PdB2KbG0x,PdB2KbG0x
5132406045278408,PdB1Om99C,Fagraea,2025-02-10 07:40:19,我看到吴京和雷军都在推荐大家去看《哪吒2 》，这就奇了怪了，如果真是一部好电影，你们俩可以写一篇观后感，而不是整天在这里用夸张的票房宣传鼓动大家去看，我就是因为上次被火爆的宣传骗去看，结果后悔死了，所以看到这种宣传我就来气。如果真是一部好电影朋友亲人之间会口口相传的，用不着在这里大 ...全文,0,0,0,中国,广东,广州,煮饭,596,123,女,https://weibo.com/u/2443873263,https://m.weibo.cn/detail/PdB1Om99C,PdB1Om99C
5132405962966424,PdB1GcrHy,烨小乙,2025-02-10 07:40:00,同样是卖车，为什么周鸿祎投资的哪吒卖不过雷军的小米su7 ,1,0,0,中国,重庆,重庆,,1074,29.9万,女,https://weibo.com/u/6196451044,https://m.weibo.cn/detail/PdB1GcrHy,PdB1GcrHy
5131889830530520,PdnBd2e0M,雷军,2025-02-08 21:29:04,今天是#小米yu7#冬季高速长途的测试活动，主要测智能驾驶和续航等项目。  早上6:10出发，晚9:10结束，15小时我开了 1310公里，几乎全程高速，平均时速100km/h以上，路上最低温度-10℃，中间充电+休息 2次。  YU7 目前表现不错，我们圆满完成本次任务！ ,282,991,6724,中国,上海,上海,小米董事长，金山软件董事长。业余爱好是天使投资。,1546,2539.5万,男,https://weibo.com/u/1749127163,https://m.weibo.cn/detail/PdnBd2e0M,PdnBd2e0M
5132404903381884,PdAZYebMw,菩提的禅意,2025-02-10 07:35:47,热点传闻  1、周末发酵云算力、AI医疗应用。各大公司相继接入DS，稀缺性下降。  2、光伏：传下周有出清大政策  3、机构:预计中国生成式AI软件市场五年增超4倍  4、华为AI模型量化相关专利公布 可减少模型占用内存  5、雷军称正研究提升小米汽车产能。凯众股份  6、OpenAI继续推进“星际之门”项目  7、 ...全文,0,0,1,中国,山西,太原,,127,490,男,https://weibo.com/u/5667182016,https://m.weibo.cn/detail/PdAZYebMw,PdAZYebMw
5132404827884345,PdAZQx54R,是-珠珠啊,2025-02-10 07:35:29,在知识的海洋中遨游，在漫长的人生旅途中跋涉，我们阅读海量书籍，邂逅形形色色的人。然而，细细回想，真正能在灵魂深处刻下印记，对一生轨迹产生深远影响的，往往只是寥寥。或许是一本在迷茫时为你指引方向的书，寥寥数语，却点破人生迷津；或许是一个在困境中拉你一把的人，几句鼓励，便重塑你的信念 ...全文,0,91,4,中国,河北,沧州,素材源于网络.侵删。越努力，越幸运！✨,1136,1.3万,女,https://weibo.com/u/6218497324,https://m.weibo.cn/detail/PdAZQx54R,PdAZQx54R
