微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id,情感倾向
5172865011815213,Puzyd7CdD,闪烁的星辰依旧如那天一般,2025-06-01 23:09:49,不敢想象拿买通行证的钱去旅游去看演唱会去吃好吃的会有多幸福，明日方舟退钱 ,0,0,0,中国,广东,,FUCK║幸福降临在我推手心🤲,577,136,女,https://weibo.com/u/7866664702,https://m.weibo.cn/detail/Puzyd7CdD,Puzyd7CdD,0.37054233683532334
5172439761029573,Puouk4jQ1,remirror逆镜,2025-05-31 19:00:01,来点音乐#明日方舟# ,332,29,2052,中国,广东,深圳,处于水平不稳定摸索期的普通人//逆镜是镜子的镜,1793,10.8万,女,https://weibo.com/u/1677719417,https://m.weibo.cn/detail/Puouk4jQ1,Puouk4jQ1,0.3400382941045196
5172864881792843,Puzy07woP,好好一个飞机UR,2025-06-01 23:09:18,#明日方舟# 妈呀这哪是和解啊，这是结婚宣词吧！！！万万没想到拉特兰故事里能吃到安菲这么甜的糖，已经超越了安安糖了吧太饱了 ,0,0,0,中国,广东,东莞,…,649,805,男,https://weibo.com/u/2399149091,https://m.weibo.cn/detail/Puzy07woP,Puzy07woP,0.9142956454648479
5172692040024950,Puv3e06uq,初四灭火王-,2025-06-01 11:42:29,马明日方舟#玛恩纳# ,1,0,16,中国,山东,淄博,美团拼好饭店长👍 泰拉指定灭火王,104,83,女,https://weibo.com/u/7873340676,https://m.weibo.cn/detail/Puv3e06uq,Puv3e06uq,0.21340527863945635
5172334060639516,PulJQ2GmM,明日方舟朝陇山,2025-05-31 12:00:00,#明日方舟##端午节##朝陇山#（嗅嗅）嗯~粽叶的馥郁裹着咸蛋黄的香气扑鼻而来～端午节到咯！愿各位博士们粽享安康，诸事顺遂～( ´͈ ᵕ `͈ ) ,553,198,6144,中国,上海,上海,@明日方舟Arknights 《明日方舟》官方周边组朝陇山 店铺请搜索：明日方舟旗舰店。商务请联系：tmall@hypergryph.com,45,73.4万,女,https://weibo.com/u/6441489862,https://m.weibo.cn/detail/PulJQ2GmM,PulJQ2GmM,0.9925450813491958
5172863482470172,PuzvKamBu,我的钱呢呢呢,2025-06-01 23:03:44,明日方舟账号交易 氵一下 出号出号 需要的看过来 ,0,0,0,中国,四川,,世界要是没有酷儿该怎么办,3577,271,男,https://weibo.com/u/7502493650,https://m.weibo.cn/detail/PuzvKamBu,PuzvKamBu,0.6826241705381575
5172863378130568,Puzvzy78c,心想是承OvO,2025-06-01 23:03:19,明日方舟 天呐偏偏是凯尔希给我送的生日礼物猫猫想你了猫猫 ,0,0,0,中国,云南,昆明,佛系追番，佛系游戏，佛系观赛，佛系追星，愤怒敲代码,929,68,女,https://weibo.com/u/3557765354,https://m.weibo.cn/detail/Puzvzy78c,Puzvzy78c,0.9955774609070721
5172813703940772,PuydsgxaQ,七弦qix,2025-06-01 19:45:56,61说是要看猫@Tsuki_月隐 🫳🫳🫳₍˄·͈༝·͈˄*₎◞ ̑̑#澄闪#明日方舟#cosplay# ,5,8,38,中国,上海,上海,◆黑芝麻酒心大福糯米团子✨🎶 感谢喜欢◆互相尊重 合作请私信！都会看,548,9565,女,https://weibo.com/u/6337251623,https://m.weibo.cn/detail/PuydsgxaQ,PuydsgxaQ,0.5075427091113764
5172809774140555,Puy77hn99,匠人鬼--,2025-06-01 19:30:19,明日方舟 #2025德克萨斯生贺24h# #拉德# #双狼组# #拉普兰德# #德克萨斯#【德克萨斯生贺24h/19：30】【双狼】《而立之年？》上一棒：（转lof）睦头🌲下一棒：@叙拉古冷雨夜 原作向，还是写了纯爱，可能以后有机会会重制，和毕设撞在一起了所以这次滑铲实在仓促，写的比较水大家见谅！ ...全文,5,1,19,中国,江苏,南京,好想让键盘自己打字（一些特殊文章请移步爱发电）,242,118,女,https://weibo.com/u/6341424022,https://m.weibo.cn/detail/Puy77hn99,Puy77hn99,0.859939835800276
5172863004577559,PuzuYjcPB,这里是血光,2025-06-01 23:01:50,#明日方舟##艾丝黛尔# 喜欢了这么久第一次画小鳄鱼，希望宝宝早日出皮肤或者异格捏🥺 ,0,1,3,日本,日本,,🏐️🎤🍽，影日左右位固定不拆不逆，其他cp/作品杂食，本质都是全员推，能好好相处就是缘分，我的画禁止无授权搬运、自印、商用,104,838,女,https://weibo.com/u/7499359089,https://m.weibo.cn/detail/PuzuYjcPB,PuzuYjcPB,0.9341920511597027
5172862998811433,PuzuXAYfT,意淫蒂,2025-06-01 23:01:49,我不会是世界上第一个被明日方舟气死的人吧，救命 ,0,0,0,中国,湖北,荆州,回应：没什么好回应的,148,45,男,https://weibo.com/u/7992972411,https://m.weibo.cn/detail/PuzuXAYfT,PuzuXAYfT,0.9983313084440606
5172862929604315,PuzuQEiwj,潋羽收暗晦,2025-06-01 23:01:32,明日方舟加油站 推一下音律转单，已付定金可直接进群接 ,0,0,0,中国,湖北,武汉,＝白日星逝｜吉他勉強中｜点进我主页默认我产99｜骂我就是你对｜直fo＝暗恋你｜属性见置顶,769,1397,女,https://weibo.com/u/7871646076,https://m.weibo.cn/detail/PuzuQEiwj,PuzuQEiwj,0.08368552723521949
5172862614244950,PuzulhOiW,大爱昌民酱666,2025-06-01 23:00:17,嗯大概就是在最喜欢者薰的时候捞到了傀景，玩昨日圆车是为了黑建，但是有天我睡觉梦到我box里出现傀影了然后第二天我启动明日方舟的时候就来了个高资加快活然后就是卧槽石田彰。然后就是为了黑建傀景和昨日圆车拉磨了好几年 ,0,0,0,中国,天津,天津,†🍀我驻留在你世界的一角🍀†｜很温良 私人博,556,330,男,https://weibo.com/u/7960168966,https://m.weibo.cn/detail/PuzulhOiW,PuzulhOiW,0.999772472179905
5172862542413962,Puzuea7YS,Skkdskkd-,2025-06-01 22:59:59,明日方舟#德克萨斯##德克萨斯0601生日快乐# 画了最最喜欢的皮肤，赶个末班车祝这只儿童节出生的小狼生日快乐永远自由！[缄默德克萨斯][缄默德克萨斯][缄默德克萨斯] ,1,0,4,中国,浙江,杭州,不会玩微博，进主页是关注列表里有红点就想点掉的强迫症😥,102,6,女,https://weibo.com/u/7833491766,https://m.weibo.cn/detail/Puzuea7YS,Puzuea7YS,0.9999997756706928
5172786542936877,PuxvEck0Z,美貌谷子大赏bit,2025-06-01 17:58:00,【明日方舟 德克萨斯】【Viliage/Vanguard联动名札 立牌 冰箱贴】小德25年生日快乐——vv永远的神🥰 ,0,0,44,中国,湖北,武汉,🔴投稿请先搜索“投稿要求”❗️接受投稿时间：任意时间段。同人/盗印投稿❌拿图出求物❌梦向、cp向投稿/评论❌不接与ACG无关的推广,82,29.3万,女,https://weibo.com/u/2808800542,https://m.weibo.cn/detail/PuxvEck0Z,PuxvEck0Z,0.9308187917215424
5172862110403016,Puztx1GQg,惜梦主教在现星,2025-06-01 22:58:17,明日方舟代打 依旧开摆V+W515417271 ,0,0,0,中国,吉林,松原,明日方舟代肝有意加v：W515417271,13,6,男,https://weibo.com/u/7451465804,https://m.weibo.cn/detail/Puztx1GQg,Puztx1GQg,0.8389509836960594
5172862098869591,PuztvBdnV,拍银灰屁股,2025-06-01 22:58:14,明日方舟加油站蹲蹲泰拉巡旅银灰贴纸，，，或者国插6切页，，，www ,0,0,0,中国,江西,,代跑，代出中介一条龙——,42,14,男,https://weibo.com/u/7586530429,https://m.weibo.cn/detail/PuztvBdnV,PuztvBdnV,0.8790584006892574
5172861778004084,PuzsZxAe8,肆明一律,2025-06-01 22:56:58,明日方舟 阿斯卡轮皮肤贴图那个事真的假的，@明日方舟Arknights yj官方出来澄清不就好了，舆论真的很重要 ,0,2,1,中国,广西,柳州,大三 画画 喜爱幻想生物 不常营业,98,607,男,https://weibo.com/u/6336790046,https://m.weibo.cn/detail/PuzsZxAe8,PuzsZxAe8,0.9905007759147783
5172861192115865,Puzs38SqR,睡觉那会不困,2025-06-01 22:54:38,明日方舟 五年多没登过的号，主线打到5-1，请问有推荐养的角色吗还能不能玩，要不要新开一个号 ,0,5,0,中国,湖北,,藏器于身，待时而动。,71,42,女,https://weibo.com/u/7304054077,https://m.weibo.cn/detail/Puzs38SqR,Puzs38SqR,0.7569201393839443
5172860961165114,PuzrG4T6a,意淫蒂,2025-06-01 22:53:43,推明日方舟图折寿五十年 ,0,0,0,中国,湖北,荆州,回应：没什么好回应的,148,45,男,https://weibo.com/u/7992972411,https://m.weibo.cn/detail/PuzrG4T6a,PuzrG4T6a,0.9975597936995617
5172860923415673,PuzrCekzv,致展藤_,2025-06-01 22:53:34,接着前几天写的，难吃到各位就抱歉了#棘博##明日方舟#棘博 ,0,0,0,中国,辽宁,鞍山,cn雨雾/小藤，搞点棘博，二棒，雷者慎关,39,4,女,https://weibo.com/u/7768499003,https://m.weibo.cn/detail/PuzrCekzv,PuzrCekzv,0.04317032926794817
5172860855261548,Puzrvm4LG,诡画子,2025-06-01 22:53:18,#明日方舟##银博#  线下见面被照骗了咋办 ,0,0,2,中国,四川,成都,荤素不忌的杂食人，如有不适请善用拉黑技能,507,1943,男,https://weibo.com/u/3640434135,https://m.weibo.cn/detail/Puzrvm4LG,Puzrvm4LG,0.07725392467565895
5172860738868879,PuzrjBdcr,坂本喜八君,2025-06-01 22:52:50,【巫铃】百日更新企划 D16留稿1巫恋有了一辆自行车。一辆看上去积满了灰尘的银灰色的山地自行车，后轮缠着已经彻底锈蚀的锁，不管是车把还是坐垫都攒着年年的污渍。巫恋走出大门，冷眼瞥了一眼那辆车，“我不要。”说了这样的话，头也不回地走回室内。一个人出门的话，骑车比走路会便利许多吧。 ...全文,0,0,0,中国,上海,上海,君等要如何生活？,503,314,男,https://weibo.com/u/5585934959,https://m.weibo.cn/detail/PuzrjBdcr,PuzrjBdcr,0.010018793140694648
5172844602592342,Puz1iaSnY,星荚之上-TerraNpcZone,2025-06-01 21:48:43,太鼓达人今日生放送公布7/23将上线与明日方舟的联动歌曲《Radiant》和《冲破穹顶》耀骑士临光的角色曲和22夏活的背景曲 ,25,8,165,中国,湖北,武汉,非官方，头像和性别根据每个月落地的卫星改变,325,7.1万,女,https://weibo.com/u/7833203447,https://m.weibo.cn/detail/Puz1iaSnY,Puz1iaSnY,0.9994847002856551
5172859515440524,PuzplmPko,一个甜心爱好者,2025-06-01 22:47:58,明日方舟加油站 2021音律复刻前航远歌通行证闪灵，阿米娅，黑，赫默，苏苏洛都有闪灵可转10 ,0,0,0,中国,福建,福州,飞碟鸡排堡,1005,150,女,https://weibo.com/u/6345781944,https://m.weibo.cn/detail/PuzplmPko,PuzplmPko,0.9994720527370986
5172850588647844,PuzaWAhHm,鱼烤箱,2025-06-01 22:12:29,夕的千层套路明日方舟 ,0,1,22,中国,上海,上海,目标是至人无己，神人无功，圣人无名。,368,875,女,https://weibo.com/u/7048040000,https://m.weibo.cn/detail/PuzaWAhHm,PuzaWAhHm,0.9994376201497788
5172858214155951,Puznfhr9t,浅田菊,2025-06-01 22:42:48,明日方舟i love you #明日方舟红丝绒##拉普兰德# ,0,0,1,中国,山东,济南,大人们好！一般路过的冲浪达人。 ❤️约稿→画加:浅田菊,106,7,女,https://weibo.com/u/7935955965,https://m.weibo.cn/detail/Puznfhr9t,Puznfhr9t,0.18642023056224777
5172857925273753,PuzmMm7Wx,一摊乱码DD,2025-06-01 22:41:39,明日方舟加油站 推推国插二现货快团余量 均0.94 ,0,0,0,中国,广东,广州,,109,14,女,https://weibo.com/u/7847952953,https://m.weibo.cn/detail/PuzmMm7Wx,PuzmMm7Wx,0.33928700504943343
5172857900371584,PuzmK1yFi,Tsuki废柴月,2025-06-01 22:41:33,明日方舟 ⚠️cp向注意 🎞️记忆中叙拉古酸葡萄味的初夏…拉普兰德@WILDUTOPIA 摄影@Didier晓妤 剪个小视频祝德克萨斯生日快乐！！#德克萨斯##双狼组##德克萨斯0601生日快乐# Tsuki废柴月的微博视频 ,7,1,13,中国,广东,广州,Lolita/cosplay爱好者❤️人佛好说话❤️合作请私信❤️家有罗先生💕粉提没开有什么需要可以私信我！,1386,6847,女,https://weibo.com/u/1190144032,https://m.weibo.cn/detail/PuzmK1yFi,PuzmK1yFi,0.9999997145556985
5172857635085068,PuzmjlkRe,好好一个飞机UR,2025-06-01 22:40:30,#明日方舟# 卧槽！这坏蛋安导是什么万雌王啊真好啊 ,0,0,0,中国,广东,东莞,…,649,805,男,https://weibo.com/u/2399149091,https://m.weibo.cn/detail/PuzmjlkRe,PuzmjlkRe,0.9501459387086575
5172857480938913,Puzm43WfL,匠人鬼--,2025-06-01 22:39:52,明日方舟#双狼组##拉普兰德##德克萨斯# 趁今天人多，整合一个自己目前写的合集帖下列文章都会收录进个人合集《我们如何构建一段生活》，可以单独拿出来食用但按顺序观感更好，今年一直在尝试把文章写成单元剧而非一整个长篇的形式。都是原作向无差或者拉德，下半年会争取继续写下去 ...全文,0,0,5,中国,江苏,南京,好想让键盘自己打字（一些特殊文章请移步爱发电）,242,118,女,https://weibo.com/u/6341424022,https://m.weibo.cn/detail/Puzm43WfL,Puzm43WfL,0.9964048345203581
5172857291151588,PuzlL4PA0,CTRlZNotFound,2025-06-01 22:39:08,明日方舟  为什么一样的名牌上是不一样的小人哇 ,0,3,1,中国,上海,上海,大概就这样了吧,473,53,女,https://weibo.com/u/5194440442,https://m.weibo.cn/detail/PuzlL4PA0,PuzlL4PA0,0.9661583037117653
5172857254710530,PuzlHjLqi,噗噜噜辣椒,2025-06-01 22:38:59,明日方舟加油站 试试推车，有没有老大想吃小鹿mechanist，无捆22.13/非偏U6老大们快来吖 ,0,0,0,中国,河北,邯郸,支棱起来!,320,40,女,https://weibo.com/u/5587761568,https://m.weibo.cn/detail/PuzlHjLqi,PuzlHjLqi,0.7565639043400743
5172857224826202,PuzlEkfvY,你在期待什么咕,2025-06-01 22:38:52,明日方舟加油站 推推团内精干以及音律复刻相关 ,0,0,0,中国,上海,上海,,82,25,女,https://weibo.com/u/6462428243,https://m.weibo.cn/detail/PuzlEkfvY,PuzlEkfvY,0.5764803527348477
5172857076194229,PuzlppZoV,急吧猫_进食鲸鱼中,2025-06-01 22:38:17,有时候会觉得塞壬唱片比明日方舟文案更会讲故事。这条存一下我推的歌及联想发散 ,0,0,1,中国,上海,上海,推公之心古亦少/=跋浪鲸鱼 别把我双了/粥批剧女十桶解/会写东西,932,223,女,https://weibo.com/u/6562153175,https://m.weibo.cn/detail/PuzlppZoV,PuzlppZoV,0.9996574614387113
5172856684287364,PuzkMhZl2,蓝色闪光镭射炫酷垃圾桶,2025-06-01 22:36:43,下周轮到我高考了吗？有点意思#明日方舟##重岳##玛恩纳#明日方舟 ,0,6,2,中国,广东,佛山,加油活下去,450,168,女,https://weibo.com/u/7285641731,https://m.weibo.cn/detail/PuzkMhZl2,PuzkMhZl2,0.8719214948026439
5172515985165650,PuqtglFOW,Tsuki_月隐,2025-06-01 00:02:54,#德克萨斯0601生日快乐##双狼组#   “...拉普兰德，你已太过疯狂。”  “叙拉古的法则再与我无关了。”——//Texas/Lappland@Tsuki_月隐 //📷@SM15钵海虾饺 //协力@樱小路姬堡 ——                                 “你喜欢这个结局吗，叙拉古。”#明日方舟创作征集##明日方舟红丝绒#  ...全文,151,22,265,中国,上海,上海,虛數電子酒精海,1708,6.7万,女,https://weibo.com/u/5534236809,https://m.weibo.cn/detail/PuqtglFOW,PuqtglFOW,0.9999999859853075
5172857076194229,PuzlppZoV,急吧猫_进食鲸鱼中,2025-06-01 22:38:17,有时候会觉得塞壬唱片比明日方舟文案更会讲故事。这条存一下我推的歌及联想发散 ,0,0,1,中国,上海,上海,推公之心古亦少/=跋浪鲸鱼 别把我双了/粥批剧女十桶解/会写东西,932,223,女,https://weibo.com/u/6562153175,https://m.weibo.cn/detail/PuzlppZoV,PuzlppZoV,0.9996574614387113
5172856684287364,PuzkMhZl2,蓝色闪光镭射炫酷垃圾桶,2025-06-01 22:36:43,下周轮到我高考了吗？有点意思#明日方舟##重岳##玛恩纳#明日方舟 ,0,6,2,中国,广东,佛山,加油活下去,450,168,女,https://weibo.com/u/7285641731,https://m.weibo.cn/detail/PuzkMhZl2,PuzkMhZl2,0.8719214948026439
5172515985165650,PuqtglFOW,Tsuki_月隐,2025-06-01 00:02:54,#德克萨斯0601生日快乐##双狼组#   “...拉普兰德，你已太过疯狂。”  “叙拉古的法则再与我无关了。”——//Texas/Lappland@Tsuki_月隐 //📷@SM15钵海虾饺 //协力@樱小路姬堡 ——                                 “你喜欢这个结局吗，叙拉古。”#明日方舟创作征集##明日方舟红丝绒#  ...全文,151,22,265,中国,上海,上海,虛數電子酒精海,1708,6.7万,女,https://weibo.com/u/5534236809,https://m.weibo.cn/detail/PuqtglFOW,PuqtglFOW,0.9999999859853075
5172856322528732,PuzkcaBQ0,劳拉的爆米花机,2025-06-01 22:35:17,明日方舟#明日方舟红#儿童节快乐！极限的铲了小狼崽崽 ,2,0,2,中国,浙江,,重新学习使用微博中.jpg,367,68,女,https://weibo.com/u/5977122664,https://m.weibo.cn/detail/PuzkcaBQ0,PuzkcaBQ0,0.9958470295780804
5172775431700854,PuxdJ78t8,ArcticCave,2025-06-01 17:13:50,画了儿童节插图！明日方舟#明日方舟# ,121,12,338,日本,日本,,我们是whitebear！,60,7330,男,https://weibo.com/u/7872924545,https://m.weibo.cn/detail/PuxdJ78t8,PuxdJ78t8,0.9492206639606817
5172855919612564,PuzjxEkFm,青岚呀,2025-06-01 22:33:41,明日方舟加油站  推推名创贴纸 ,0,0,0,中国,广东,深圳,,665,10,女,https://weibo.com/u/6283260721,https://m.weibo.cn/detail/PuzjxEkFm,PuzjxEkFm,0.12825897860515267
5172855807415983,Puzjmv7eD,普通过日,2025-06-01 22:33:14,明日方舟加油站 推推国插五，捆序红黄蓝，绿备捆，均价暂0.88/，余量见图 ,0,0,0,中国,广东,广州,转发抽奖专业户,128,3,女,https://weibo.com/u/6626240275,https://m.weibo.cn/detail/Puzjmv7eD,Puzjmv7eD,0.8404716319581729
5172855676865655,Puzj9sO4n,普通过日,2025-06-01 22:32:43,明日方舟加油站 推推设三开5买10余量见图 ,0,0,0,中国,广东,广州,转发抽奖专业户,128,3,女,https://weibo.com/u/6626240275,https://m.weibo.cn/detail/Puzj9sO4n,Puzj9sO4n,0.1266779035916833
5172855013641446,Puzi5fhj0,Nemophilistor,2025-06-01 22:30:05,明日方舟加油站 收一下林通行证，可少量带其他官谷+亲妈谷，走vx定尾，感谢各位！ ,0,2,0,中国,重庆,重庆,,107,19,女,https://weibo.com/u/7419113141,https://m.weibo.cn/detail/Puzi5fhj0,Puzi5fhj0,0.9217308158391236
5172854619904621,PuzhrFyDX,危楼高悬,2025-06-01 22:28:31,明日方舟加油站新年通行证是不是都是超绝战损膜，看晕过去了 ,0,0,0,中国,湖北,十堰,💜 不允许本id一切信息出现在人工智能检索结果中,207,117,女,https://weibo.com/u/2850910660,https://m.weibo.cn/detail/PuzhrFyDX,PuzhrFyDX,0.14368611298324596
5172853650752853,PuzfT39QN,好好一个飞机UR,2025-06-01 22:24:40,#明日方舟# 肥鸭真是个死傲娇啊哈哈哈哈明明恨得不行但还是很懂他，这对真是太乐了 ,0,0,0,中国,广东,东莞,…,649,805,男,https://weibo.com/u/2399149091,https://m.weibo.cn/detail/PuzfT39QN,PuzfT39QN,0.25303347381940267
5172853579713094,PuzfLEKOO,荀九十九,2025-06-01 22:24:23,明日方舟加油站  推推明天中午开 ,0,0,0,中国,辽宁,大连,万事皆顺意,84,19,女,https://weibo.com/u/7585462492,https://m.weibo.cn/detail/PuzfLEKOO,PuzfLEKOO,0.031790488221181024
5172852971279893,PuzeN5mXr,太阳雨是天空的谎言,2025-06-01 22:21:58,明日方舟加油站推推ep1烫热史尔特尔水月澄闪星熊陈傀影水月年夕幽灵鲨艾丽妮有余 ,0,0,0,中国,四川,南充,会直fo 直fo就是喜欢你‖记录生活用 内容99%为无意义胡言乱语慎fo‖本质上是绝望推车的皱皮‖新建文件夹LGBT‖🚫嬷人犯罪几次右位向,390,29,女,https://weibo.com/u/5894744703,https://m.weibo.cn/detail/PuzeN5mXr,PuzeN5mXr,0.9994273490188984
5172852926186081,PuzeIpXhv,也不行,2025-06-01 22:21:46,库存，燃尽了……牢玩家也扛不住了这才专第二个技能#明日方舟# ,0,0,0,中国,辽宁,抚顺,动图仙人，喜欢被点赞，其他的话看置顶。 赛博松树。找图直接看置顶超话或者留言。,376,711,男,https://weibo.com/u/2093484685,https://m.weibo.cn/detail/PuzeIpXhv,PuzeIpXhv,0.646491628925042
5172852694455311,PuzeliH1R,叕叕大列巴,2025-06-01 22:20:52,明日方舟  Day7 #画师百日创作挑战# ,1,2,10,中国,澳门,,可以叫我柚子/四又！！杂食党，什么都能吃吃吃。最爱的是百合向水仙。最喜欢多萝西了！🚫开黄腔🚫ai🚫ky🚫搬运，看到会拉黑,1654,402,女,https://weibo.com/u/6460594958,https://m.weibo.cn/detail/PuzeliH1R,PuzeliH1R,0.8586489753433479
5172852523274580,Puze4dJRO,秩秩秩秩斯,2025-06-01 22:20:11,明日方舟加油站 推推通行证，长期团烫热有余 ,0,0,0,中国,重庆,重庆,吃瓜乐子人一个,459,63,女,https://weibo.com/u/6172179086,https://m.weibo.cn/detail/Puze4dJRO,Puze4dJRO,0.34503875127325445
5172789808989536,PuxAUBIAw,美貌谷子大赏bit,2025-06-01 18:10:59,【明日方舟-缄默德克萨斯 荒芜拉普兰德】【狂欢季特典立牌】实在是太帅太美了🥺🥺 ,1,2,38,中国,湖北,武汉,🔴投稿请先搜索“投稿要求”❗️接受投稿时间：任意时间段。同人/盗印投稿❌拿图出求物❌梦向、cp向投稿/评论❌不接与ACG无关的推广,82,29.3万,女,https://weibo.com/u/2808800542,https://m.weibo.cn/detail/PuxAUBIAw,PuxAUBIAw,0.5331454374044102
5172852195071508,Puzdxlhkw,断天离,2025-06-01 22:18:53,明日方舟代打 急需8天日常 ,0,11,1,中国,浙江,金华,,72,14,男,https://weibo.com/u/7564045741,https://m.weibo.cn/detail/Puzdxlhkw,Puzdxlhkw,0.9816832016536231
5172852160728236,Puzdu33rK,谢拉格精品店,2025-06-01 22:18:45,🪣🍚袭来！总之顺利线上了！感谢大家的喜欢~获得方式→vd 谢拉格精品店6.1-6.24，限时不限量~#明日方舟##银灰##锏##灵知##明日方舟初雪# ,0,2,0,中国,山东,泰安,你好！这里是谢拉格精品店！感谢喜欢——,31,25,女,https://weibo.com/u/7741345739,https://m.weibo.cn/detail/Puzdu33rK,Puzdu33rK,0.9760717943815408
