微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id,情感倾向
5172360372294036,Pumqh9CMA,红星新闻,2025-05-31 13:44:33,#9岁围棋少年父亲回应网传家暴#【红星深度 | #9岁围棋少年坠亡再调查#：父亲发声】5月27日，在福建省泉州市晋江市的家中。41岁的朱某林（化名）把自己“关”在房间内，他时而趴在床上，时而侧身或平躺着，但无论如何就是睡不着。朱某林告诉红星新闻：“说实话，真睡不着。一闭上眼睛，就是孩子叫‘爸爸 ...全文,457,1539,22144,中国,四川,成都,红星新闻是成都传媒集团致力打造的一款聚焦热点新闻的主流新兴媒体，这里是真相与思想的交汇之地。 互联网新闻信息服务许可证：51120180004,675,2241.6万,女,https://weibo.com/u/6105713761,https://m.weibo.cn/detail/Pumqh9CMA,Pumqh9CMA,0.9999967339203136
5163981535183906,PqQs1lKzo,新浪体育,2025-05-08 10:50:03,#韩国为柯洁事件改规则#5月7日，韩国发布最新版《围棋竞赛规程》（2025年7月1日施行），新规明确对未将死子放于桶盖（若盖无法承放，可放于盖周围并须令对手可见）的行为，裁判可予“注意”处罚；“注意”累计两次，裁判直接宣告“警告”并判罚1目。在1月份举行的第29届LG杯世界围棋棋王战三番棋决赛 ...全文,213,619,14288,中国,北京,北京,24小时滚动播报最新的体育快讯，趣闻和视频。新浪记者团带来独家图文报道。欢迎爆料、投稿，请发私信或者邮件： sports2009@vip.sina.com,3787,2482.3万,男,https://weibo.com/u/1638781994,https://m.weibo.cn/detail/PqQs1lKzo,PqQs1lKzo,0.00011541798489400623
5172401031087631,PuntR4yWr,本本数数,2025-05-31 16:26:07,#9岁围棋少年父亲回应网传家暴##9岁围棋少年坠亡再调查#你口中的爱孩子就是带孩子多吃一顿，打了两任妻子都是事实吧？看朋友圈这个父亲真的很爱围棋孩子如果在一个慈父家庭长大，是可以如愿成为一个举世瞩目的围棋天才的。真的太可惜了，希望孩子在天堂可以没有压力的下棋#热点观点# ,24,132,1234,中国,广东,汕尾,小初数学独立教师，多年数学教学经验，我们一起探讨数学,1750,2.8万,女,https://weibo.com/u/2057642764,https://m.weibo.cn/detail/PuntR4yWr,PuntR4yWr,0.9999999999994813
5157607560449424,PoaDq1SUM,蒲熠星,2025-04-20 20:42:09,[09]“让我们欢迎世界围棋九冠王柯洁老师！”“我是你的依靠。”#蒲熠星介绍柯洁是世界九冠王##柯洁说蒲熠星的歌陪他度过人生低谷#蒲熠星 蒲熠星的微博视频 ,5064,6848,87023,中国,江苏,,欲点亮黑暗，必先成为黑暗   （工作联系V：Mollyii678  工作邮箱：eazinone@163.com）,765,643.2万,男,https://weibo.com/u/2882733894,https://m.weibo.cn/detail/PoaDq1SUM,PoaDq1SUM,0.9999917253290247
5171621197516834,Pu3c3vxtg,新浪棋牌,2025-05-29 12:47:20,2025三国赤壁古战场杯中国围甲联赛第2轮打响，柯洁戴黑口罩帅气出战。#柯洁重回围棋赛场##棋牌大师# 新浪棋牌的微博视频 ,0,11,27,中国,北京,北京,新浪体育棋牌频道官方微博，专业于各项棋牌类赛事报道。,1413,257万,男,https://weibo.com/u/1730866981,https://m.weibo.cn/detail/Pu3c3vxtg,Pu3c3vxtg,0.9993162711952301
5172709151477104,PuvuP6cgg,三联生活周刊,2025-06-01 12:50:29,【#9岁围棋少年坠亡背后#：#一个围棋天才家庭的明暗面#】5月19日，9岁围棋少年朱宏鑫坠楼离世。一个多月前，他刚刚晋升业余6段，若无意外，他原本有望参加今年7月的“围棋高考”全国围棋定段赛，冲击职业棋手的道路。截至目前，关于朱宏鑫坠楼的具体原因尚未有确切信息公布。然而，随着事件的发酵， ...全文,79,22,303,中国,北京,北京,一本杂志和它倡导的生活.,890,2478.7万,男,https://weibo.com/u/1191965271,https://m.weibo.cn/detail/PuvuP6cgg,PuvuP6cgg,0.9999999994487077
5172178816861456,PuhHrsMYE,蛇喰梦子13,2025-05-31 01:43:07,围棋好快的速度，二合一这就来了 ,5,44,520,中国,贵州,毕节,能不能有人找我接广告,1223,7.9万,男,https://weibo.com/u/6053020493,https://m.weibo.cn/detail/PuhHrsMYE,PuhHrsMYE,0.9764992055819351
5172402598446974,Punwnzrrw,绅士兔比,2025-05-31 16:32:21,还有脸出来回应？言语中听不出一点对孩子的忏悔之心，也看不出一点悲伤，一直在努力证明他很爱孩子，孩子跳楼和他没关系！根据邻居透露，朱宏鑫是朱松林和第二任妻子生的，因为家庭暴力两人离婚，孩子判给了朱松林。朱松林经常打骂朱宏鑫，邻居来劝说甚至也要被打，妈妈也不敢过来看孩子，加上孩子爷 ...全文,18,41,635,中国,湖南,,关注点赞，好运常伴,444,20.3万,女,https://weibo.com/u/6901776669,https://m.weibo.cn/detail/Punwnzrrw,Punwnzrrw,0.9999999999998548
5172403589874539,PunxYFqOL,柯洁九段新闻搬运号,2025-05-31 16:36:17,柯九KJ#柯洁活动搬运##洛邑古城#羡慕死小朋友了 ,25,16,65,中国,安徽,芜湖,一个平淡无奇的新闻搬运号,62,12.6万,男,https://weibo.com/u/7332621109,https://m.weibo.cn/detail/PunxYFqOL,PunxYFqOL,0.5242161075521361
5172496043087988,PupX6cXkg,棋手战鹰,2025-05-31 22:43:40,今天和赵晨宇九段一起去了上海人工智能实验室，去体验会“讲棋”的AI：InternThinker（书生）大模型还面对面和它下了盘棋，很愉快的一天，希望不久后的将来可解释AI能不光去解释围棋的逻辑，还可以实际应用到许多生活场景中～祝大家端午节快乐哦，记得吃粽子！比心心棋手战鹰#端午节 ...全文,3,22,194,中国,上海,上海,中国围棋职业运动员，知名主播。商务合作请联系：13511099551,249,40.1万,女,https://weibo.com/u/2104498761,https://m.weibo.cn/detail/PupX6cXkg,PupX6cXkg,0.9999833561971877
5172884268914736,PuA3gBp84,白桃乌龙雪顶冰,2025-06-02 00:26:20,#bilibili# L另唐的视频豆瓣9.2！20年前火爆中国的【围棋少年】大结局究竟是什么？ ,0,0,0,中国,辽宁,大连,间歇性踌躇满志 持续性混吃等死,654,56,女,https://weibo.com/u/7109364887,https://m.weibo.cn/detail/PuA3gBp84,PuA3gBp84,0.9999841467550594
5172386693646232,Pun6Jfiyc,新浪热点,2025-05-31 15:29:09,#9岁围棋少年坠亡父亲回应打孩子#【#父亲回应9岁围棋少年坠亡原因#】5月27日，在福建省泉州市晋江市的家中。41岁的朱某林（化名）把自己“关”在房间内，他时而趴在床上，时而侧身或平躺着，但无论如何就是睡不着。朱某林告诉红星新闻：“说实话，真睡不着。一闭上眼睛，就是孩子叫‘爸爸’（的声音） ...全文,10,25,81,中国,北京,北京,,1141,7903.2万,男,https://weibo.com/u/2318910945,https://m.weibo.cn/detail/Pun6Jfiyc,Pun6Jfiyc,0.9999995119951871
5172880821978844,PuzXI8iMQ,ASPIS化学苯氮嘌呤酮,2025-06-02 00:12:38,自存野狐围棋：20250531 大李 绅士淑女擂台赛 ,0,0,0,中国,天津,天津,半个私人微博 约文稿请私信 有OC有产品  是人是写手不是厨子 只看文请不要关注 不会画画只会约稿 乒乓🏓足球⚽常年在坑 关取随意 请和我玩TT,218,213,女,https://weibo.com/u/6004144782,https://m.weibo.cn/detail/PuzXI8iMQ,PuzXI8iMQ,0.8761476269870708
5172880724725260,PuzXyjPfS,陕西汉谋围棋,2025-06-02 00:12:15,【弈者谋局，商者谋势】汉谋围棋十诀：送给商界精英的破局智慧 #汉谋围棋 #汉谋集团 #围棋连锁 #成人围棋  ,0,0,0,中国,陕西,西安,汉谋围棋：全国规模最大的围棋连锁机构，高端社交引领者。,5,5,男,https://weibo.com/u/8000840259,https://m.weibo.cn/detail/PuzXyjPfS,PuzXyjPfS,0.7308388852206934
5172880193094752,PuzWHcZ5m,周大master,2025-06-02 00:10:07,2025年第23周中国女子职业围棋冠军积分榜积分周期：2024.6.3-2025.6.1上榜人数：97人积分新增赛事：25男子围甲第1-2轮积分扣除：24女子国手预选No1:唐嘉雯（3325分，连霸23周）具体排名如下#围棋排名# ,0,0,0,中国,福建,厦门,平凡人,46,35,男,https://weibo.com/u/7721576994,https://m.weibo.cn/detail/PuzWHcZ5m,PuzWHcZ5m,6.763946233256934e-05
5172879660161857,PuzVQ0G6B,浮生半梦闲敲棋,2025-06-02 00:08:01,之前国外有部剧《后翼弃兵》似乎是以国际象棋来讲人，我没看过不太了解。不过通过描写围棋来刻画一个人的性格、思考模式的剧，《棋士》应该是第一部。把围棋棋道与人间现实逻辑相融合，各种计谋与“弃子”“李代桃僵”“先手”“试探应手”等概念结合得非常好，经得起推敲@写代码的吟游诗人,0,0,0,中国,浙江,杭州,一只高级的、纯粹的、脱离了低级趣味的乐子人｜梗懂王｜龟佬&amp;养鱼佬-器材党｜手工&amp;维修｜电工&amp;网工｜Coffee&amp;Cook,1312,442,男,https://weibo.com/u/1794821777,https://m.weibo.cn/detail/PuzVQ0G6B,PuzVQ0G6B,0.9999999999999563
5172879621885493,PuzVM7Uvb,自从有了炸鹅子,2025-06-02 00:07:52,妈妈口中，舅舅是“躺平、懒惰、不学无术的怪人”，哦，还得加上“大龄剩男”的标签。然而，在我童年印象中，他总爱捧着厚重的围棋书，在棋盘上推演无声的战役。我是少数能凑近而不招致冷眼的人。他向我讲述昭和棋圣吴清源的风采，解释何为“弃子争先”。当我央求学棋，他却摇头，说小学生的我“年纪太 ...全文,0,0,0,中国,福建,宁德,若以色见我,66,5,女,https://weibo.com/u/7928327625,https://m.weibo.cn/detail/PuzVM7Uvb,PuzVM7Uvb,0.9999999678215087
5172878405534178,PuzTOndGW,夏日紫35516,2025-06-02 00:03:01,未成年遇害了也当无事发生，看看那个被爹迫害的9岁围棋少年，这个时候就不担心对未成年有什么影响了，道德底线一向灵活得很//@琉玄:有的人泄欲的方式极为低级、恶劣，危害社会，他们破坏公物、残害动物、伤害他人，论视觉刺激，他们偷拍建群分享、录视频在大众平台传播，有具体的生命受到威胁、欺负，...全文,0,0,0,中国,广东,广州,平等厌恶女主党、代入党和过激梦女,501,32,女,https://weibo.com/u/7284450779,https://m.weibo.cn/detail/PuzTOndGW,PuzTOndGW,0.9999999978211578
5172877449497892,PuzSgDQPO,闹巷里的树叶,2025-06-01 23:59:14,感觉自己真的很普通很普通没有什么兴趣爱好，更没有什么特长。会一点钢琴，但也就停留在四级水平，而且已经很久没有碰过了。会写毛笔字，但也仅仅局限于会写，知道怎么拿笔，怎么写有笔锋。会溜冰，旱冰和真冰，但也一般，就是会滑着玩，不会花滑，也没什么技巧。喜欢英语，还把它弄成自己的专业 ...全文,0,1,0,中国,河北,唐山,碎碎念.,972,90,女,https://weibo.com/u/7212770960,https://m.weibo.cn/detail/PuzSgDQPO,PuzSgDQPO,0.999986658510171
5172877134660153,PuzRLjyjL,毛圈兄,2025-06-01 23:57:58,前段时间看三联的一篇文章，说东北的一个孩子走竞赛路线，往年获得全国大赛银奖以上就可以保送好大学，孩子比较优秀但也没优秀到天才的地步，好不容易获得了银牌，结果今年取消了这一政策，孩子跳楼了。还有前几天跳楼的围棋少年，都是有一定天赋，但真还没到天才的地步。这也是为什么这些优秀孩子 ...全文,0,0,0,中国,陕西,西安,腿毛飘飘的，客观的，绝望的，老阿姨。呵呵。,628,1243,女,https://weibo.com/u/1671760233,https://m.weibo.cn/detail/PuzRLjyjL,PuzRLjyjL,0.9999999829236043
5172876613262115,PuzQVdGCL,潘子诚vv,2025-06-01 23:55:55,@棋牌#围棋天地# 危机就是转机，伏兵或许藏在黑白世界之中，就像人一旦走错了一步，其实还有挽救的余地，不能囿于成见也不能故步自封，心灵感应是一种方式，一半清醒一半沉睡，见于微末之处。                               ——转载于《围棋天地》 ,0,0,0,中国,广西,南宁,不忘初心，牢记使命。,151,10,男,https://weibo.com/u/6442696928,https://m.weibo.cn/detail/PuzQVdGCL,PuzQVdGCL,0.9999999999947544
5172874270737866,PuzN935X4,用户6873037516,2025-06-01 23:46:36,不管几岁 开心万岁[爱心]六一儿童节快乐🎉    （活动一:成功引导一名上一届高徒参加跑步活动愿意来跑[强]大家都话好醒的啦[强]高徒看着她⌚说:“我爸爸叫我要🈶8000步喔。”我话跑多点哩[捂脸]她说好累啊，反正一日落来够伽啦[捂脸]我话下次考这间中学罗，她说好啊[强]姐姐当时不够努 ...全文,0,0,0,中国,广东,云浮,,330,10,女,https://weibo.com/u/6873037516,https://m.weibo.cn/detail/PuzN935X4,PuzN935X4,0.9999999708657508
5172874202847254,PuzN2bWHs,娃KK娃,2025-06-01 23:46:20,20250530_端午，六一双节，阿弟幼儿园非常用心的组织了围棋比赛，气氛是相当的浓郁，仪式感满满的 ,0,0,0,中国,广东,广州,知足就是幸福！,367,243,女,https://weibo.com/u/1931438605,https://m.weibo.cn/detail/PuzN2bWHs,PuzN2bWHs,0.9998568627159439
5172872918079446,PuzKXxTPE,风筝有风海豚有海_zZ,2025-06-01 23:41:14,今儿可评为2025最难受的一天。昨儿在乡下吹了风，回来晚没车位，车停老远，又淋了雨，且姨妈将至，当晚就极不舒服，没力气管孩子。好不容易捱到早上，头疼肚子疼腰疼，完全起不来床却又不得不起来迎接姨妈的到访。雨天加上降温，哆哆嗦嗦的给娃把饭弄上，自己又盖起被子躲被窝了，让娃自生自灭去吧， ...全文,0,1,0,中国,江苏,泰州,我高喊无爱者自由,33,18,女,https://weibo.com/u/7521042724,https://m.weibo.cn/detail/PuzKXxTPE,PuzKXxTPE,2.7679634251320806e-08
5172476020525393,PupqO2cG5,蛇喰梦子13,2025-05-31 21:24:06,现在围棋的目标从盼望Rep tv变成盼望TS12 ,0,4,49,中国,贵州,毕节,能不能有人找我接广告,1223,7.9万,男,https://weibo.com/u/6053020493,https://m.weibo.cn/detail/PupqO2cG5,PupqO2cG5,0.9835814366019618
5172406373321305,PunCtdW1r,贤备同学,2025-05-31 16:47:21,有懂下棋的朋友吗？大师下棋能提前考虑到几百步、几千步、几万步之外？？？ #余承东称非常支持打击乱吹牛# 贤备同学的微博视频  ,2,35,201,中国,安徽,芜湖,汽车、科技、快门爱好者 ~   欢迎路过我的无限游戏世界    🚗 📱 📸 ♾️,519,12.2万,男,https://weibo.com/u/6619788362,https://m.weibo.cn/detail/PunCtdW1r,PunCtdW1r,0.9986704019620704
5172872369669618,PuzK4EzvA,路飞和藏马的快乐生活,2025-06-01 23:39:03,今天下午弟弟六一演出顺利结束。我陪着去的，候场1小时，上台一分半。目前来说街舞和围棋弟弟很喜欢，感兴趣，动力足。 ,0,0,0,中国,山东,青岛,,47,299,男,https://weibo.com/u/5274757892,https://m.weibo.cn/detail/PuzK4EzvA,PuzK4EzvA,0.9984267301985671
5172870587615393,PuzHcvX6V,在最爱的世界中生存中,2025-06-01 23:31:58,我是这个家最笨的人了，下围棋被宋完虐 ,0,0,0,中国,北京,北京,就想快乐的有意义的活着~,367,273,女,https://weibo.com/u/1260597625,https://m.weibo.cn/detail/PuzHcvX6V,PuzHcvX6V,0.9798670197774263
5172870289560564,PuzGIE78E,L辑猫,2025-06-01 23:30:47,我想下班回去看那群人下围棋。 ,0,0,5,中国,福建,,我无穷无尽地裂变自己,180,279,女,https://weibo.com/u/7690513022,https://m.weibo.cn/detail/PuzGIE78E,PuzGIE78E,0.807675844421968
5172870268321934,PuzGGyUUK,百善啸为仙,2025-06-01 23:30:41,这又是什么意思，叔叔😢😢😢 ,0,0,1,中国,浙江,绍兴,千载图中今古事，万石溪头长短亭,164,77,女,https://weibo.com/u/7942969219,https://m.weibo.cn/detail/PuzGGyUUK,PuzGGyUUK,0.9000299615145505
5172699640633407,Puvfu2EMf,影视民工lisa,2025-06-01 12:12:41,那么今天，允许自己做个小朋友吧！#三线谜回 #孟子义 #王弘毅 #儿童节 ，㊗️多有的OK宝们像大人一样工作，又像小孩一样生活 影视民工lisa的微博视频  ,6,70,846,中国,河北,,🍊芸橙文化 CEO 出品人 制片人🎬   代表作：《仲夏满天心》《带刀侍卫苏小黎》《嫣语赋》《绽放的许开心》《三线谜回》,593,2.1万,女,https://weibo.com/u/1374201852,https://m.weibo.cn/detail/Puvfu2EMf,Puvfu2EMf,0.40874753943426456
5172869702880558,PuzFMc5mC,仔仔妈是跳跳虎,2025-06-01 23:28:27,小的时候 和爷爷奶奶一起打牌 下跳棋 下围棋 一起看电视 看第一时间 看我爱饭米粒 看娱乐新闻 早上爷爷去给我买早饭  夏天的时候 和奶奶一起去批发冰棒 在厨房里消灭蟑螂 在女人街瞎逛 买烧烤 买文具 和好朋友一起讲鬼故事 送好朋友回家 到彼此的家里去玩 坐公交车 回啤酒厂在家门口吃砂锅牛肉粉丝 看 ...全文,0,1,0,中国,江苏,南京,一个黑洞,593,104,女,https://weibo.com/u/2769274781,https://m.weibo.cn/detail/PuzFMc5mC,PuzFMc5mC,0.9898141709570345
5172844981126547,Puz1U4J47,刹那影随,2025-06-01 21:50:13,#白玉兰入围奖项全名单#时隔12年回归电视剧就提名白玉兰奖最佳男主角。宝哥将一个被打压走上犯罪的围棋老师演绎的淋漓尽致，自卑与自尊共存，生动形象展示了人性的复杂。论演技这块，王宝强没输过^_^ ,1,13,65,中国,四川,成都,如果你讨厌我，不要告诉我，因为我喜欢你,606,1222,女,https://weibo.com/u/7331313259,https://m.weibo.cn/detail/Puz1U4J47,Puz1U4J47,0.9999999999490716
5172867156934974,PuzBFt66q,猴年马月的中国,2025-06-01 23:18:19,京剧中有《宇宙锋》，围棋中有日本人独创的＂宇宙流＂，而望月新一为了证明ABC猜想，又发明了＂宇宙际＂。13年过去了，至今只有十几个数学家宣称看懂了，但仍然不被主流数学界所认可。上个月中国年轻数学博士生周忠鹏似乎在＂宇宙际＂上有某种突破，也许可以简化原来的证明。,0,0,2,中国,北京,北京,个人兴趣：近代史，经济周期和人口学,289,13.6万,男,https://weibo.com/u/1905352345,https://m.weibo.cn/detail/PuzBFt66q,PuzBFt66q,0.9999999999999749
