微博id,uni_id,url,主页,发布时间,国家,城市,微博bid,微博作者,微博内容,性别,情感倾向,点赞数,爬取时间,用户关注数,用户简介,省份,粉丝数,评论数,转发数
1799906660.0,,https://m.weibo.cn/detail/P3q0GuOm9,https://m.weibo.cn/u/5118139288?,2024-12-05 09:14:18,中国,温州,P3q0GuOm9,吻奶珊的喵酱,山大一日游[好运连连] 青岛·山东大学青岛校区博物馆 ,f,0.9999924584643656,3.0,2024-12-08 21:20:58,329.0,本帳號為AI［自動更新］,浙江,343,1.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3q0GuOm9,https://m.weibo.cn/u/6871312866?,2024-12-05 09:14:18,中国,温州,P3q0GuOm9,吻奶珊的喵酱,八年后再来山大中心校区，周末的校园里有上至古稀老人，下至咿呀孩童，还有那朝气蓬勃的青年人，天气虽然是冷的，但给人心里的感觉是暖暖的！ 济南·山东大学中心校区 ,m,0.9985704372717066,1.0,2024-12-08 21:20:58,255.0,时光不问赶路人，星光不负有心人,浙江,158,2.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3q0GuOm9,https://m.weibo.cn/u/3296258407?,2024-12-05 09:14:18,中国,温州,P3q0GuOm9,吻奶珊的喵酱,#闻字日记#  “华为杯”数学建模 济南·山东大学中心校区 ,f,0.9836717209402094,6.0,2024-12-08 21:20:58,480.0,好事总会发生在下一个转弯,浙江,198,2.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3BzMEgWC,https://m.weibo.cn/u/7526090479?,2024-12-06 14:40:59,中国,温州,P3BzMEgWC,吻奶珊的喵酱,2024年12月5日，阳光倾洒，山东大学洪家楼校区古老的教学楼在光影勾勒下，轮廓愈发硬朗而庄重，展现着山东大学洪家楼校区百年老校独有的建筑魅力。（作者：杨帅）#山东大学洪家楼校区##百年老校##古建筑# ,m,0.9999997072001096,1.0,2024-12-08 21:20:58,122.0,,浙江,1717,1.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3BzMEgWC,https://m.weibo.cn/u/1789442461?,2024-12-06 14:40:59,中国,温州,P3BzMEgWC,吻奶珊的喵酱,你好 我去年山大毕业 数学专业 绩点81 拿过一些省级的建模奖项 雅思6.5（5.5）三年工作经验 申城大和理工的计算机专业机会大吗  #香港研究生申请##陈大大说研究生申请# ,m,0.998816934964651,1.0,2024-12-08 21:20:58,2339.0,MSc硕士，多次受邀参与高校直播，作品代表 《陈大大留学说》、《陈大大带你走进校园》、《大粉来信》等,浙江,40.5万,0.0,1.0
1130556244.0,,https://m.weibo.cn/detail/P3uPL2XM4,https://m.weibo.cn/u/5948790343?,2024-12-05 21:31:05,中国,北京,P3uPL2XM4,赵璞,#易烊千玺 喜欢和小猫交朋友的大朋友#  宝宝为什么会有山东大学的月饼 @TFBOYS-易烊千玺 ,f,0.9907174945406896,78.0,2024-12-08 21:20:58,259.0,,北京,1.1万,12.0,7.0
1799906660.0,,https://m.weibo.cn/detail/P3BzMEgWC,https://m.weibo.cn/u/2175686497?,2024-12-06 14:40:59,中国,温州,P3BzMEgWC,吻奶珊的喵酱,#淋巴水肿# 【#健康科普# | 孩子腿变粗可能不是长胖了，警惕这种致残行极高的疾病】宝宝越来越圆润，很多家长以为是长胖了，忽略了其中的风险。其实，很多淋巴水肿会表现为软组织的增厚，如肢体的增粗，不对称，肿胀，影响生长发育、正常活动，导致残疾。这不仅仅会对孩子的身体造成影响，它还可能带来 ...全文,m,0.9999996610480414,0.0,2024-12-08 21:20:58,247.0,《济南日报》创刊于1948年，作为中共济南市委机关报，《济南日报》是全国十五家副省级党报之一，是济南覆盖最广的主流媒体。,浙江,145.5万,0.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3zyOAG66,https://m.weibo.cn/u/6879785988?,2024-12-06 09:33:05,中国,温州,P3zyOAG66,吻奶珊的喵酱,#我想和医疗中的死不认错叫个板##山大口腔##医疗诈骗##我的抗战#  山大口腔医学院（医院）副院长、正畸科主任、康虹院区院长魏福兰，你不是喜欢照镜子吗？天光已经大亮，快来照一照吧。  魏福兰，2020年7月21日第一次交涉后你收集病历资料组织专家会诊，关于王春玲的矫治你敢说你没看明白吗？我原本以 ...全文,f,0.4043081685859033,0.0,2024-12-08 21:20:58,674.0,学习与记录,浙江,611,0.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3zyOAG66,https://m.weibo.cn/u/7929426651?,2024-12-06 09:33:05,中国,温州,P3zyOAG66,吻奶珊的喵酱,今年相比于去年来说 不管是遇见的人 还是事 都幸运好太多了 这可能是幸运的一年山东大学SDU ,f,0.9998461197547934,1.0,2024-12-08 21:20:58,184.0,,浙江,6,0.0,0.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/1730784747?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,三天内，两位敬爱的师长走了。一位是我校英语学院的张耘教授，一位是山东大学的黄少安教授。到这个年龄虽然应该学习得看开一些。但两位师长，都是极其令人尊重的，无论是学问还是做人，都是我辈楷模！两位前辈千古！ ,m,0.9999070482063313,49.0,2024-12-08 21:20:58,4658.0,物澤芳華，學以啟世；和光同塵，為而不爭。,山东,16.5万,13.0,1.0
1799906660.0,,https://m.weibo.cn/detail/P3BzMEgWC,https://m.weibo.cn/u/2005407691?,2024-12-06 14:40:59,中国,温州,P3BzMEgWC,吻奶珊的喵酱,#高校#  山东大学 青岛·山东大学(青岛校区) ,m,0.9999341322457748,1.0,2024-12-08 21:20:58,145.0,Struggle for life～,浙江,520,3.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3zyOAG66,https://m.weibo.cn/u/7328617218?,2024-12-06 09:33:05,中国,温州,P3zyOAG66,吻奶珊的喵酱,自己设计的游戏也是玩上啦！美美背上我们设计游戏的小奖品，好看好看好看，其他三个人还没回来，我先替大家背啦 海鸥话剧社的演出超棒，这个剧团好E，好喜欢！ 青岛·山东大学(青岛校区) ,f,0.9999999999878396,0.0,2024-12-08 21:20:58,13.0,,浙江,3,0.0,0.0
1813167792.0,,https://m.weibo.cn/detail/P3uEoBKB7,https://m.weibo.cn/u/6485277108?,2024-12-05 21:03:07,中国,太原,P3uEoBKB7,会计之友杂志社,同步一下🧚🏼♀️ 青岛·山东大学(青岛校区) ,f,0.9998655171605936,7.0,2024-12-08 21:20:58,114.0,📕，dy 9Ullll2llllRaaaaa,山西,153,1.0,0.0
1829407315.0,,https://m.weibo.cn/detail/P3zVYeDG4,https://m.weibo.cn/u/6102764058?,2024-12-06 10:30:09,中国,杭州,P3zVYeDG4,蓝媒视频官方微博,第一次在酒店点一箱啤酒来喝🍺 简直不要太快乐  济南微醺局 济南·全季酒店(济南山东大学山大南路店) ,f,0.9846808148525328,1.0,2024-12-08 21:20:58,71.0,平安喜乐，得偿所愿～,浙江,128,2.0,0.0
1841306841.0,ODEPQ6iU4,https://m.weibo.cn/detail/ODEPQ6iU4,https://m.weibo.cn/u/6010821807?,2024-10-28 18:25:25,中国,宜昌,,隐于庭的小法师,马院马克思主义理论考研  山大    山东大学马理论初试历年真题答案 保真低价 ,f,0.9999974845212904,0.0,2024-12-08 21:20:58,662.0,。,湖北,381,0.0,0.0
3546569522.0,,https://m.weibo.cn/detail/P3s9BmTOi,https://m.weibo.cn/u/6762417363?,2024-12-05 14:41:45,中国,青岛,P3s9BmTOi,即墨环保,原来山东大学的历史系这么牛啊 ,m,0.988891101789231,0.0,2024-12-08 21:20:58,315.0,,山东,77,0.0,0.0
1845850033.0,,https://m.weibo.cn/detail/OBD4kdi9P,https://m.weibo.cn/u/6692661652?,2024-10-15 10:15:00,中国,北京,OBD4kdi9P,北京科技大学,又又又来吃大吉利了 济南·山东大学中心校区 ,f,0.9592135325773232,3.0,2024-12-08 21:20:58,202.0,能饮一杯无,北京,66,0.0,0.0
1851324097.0,,https://m.weibo.cn/detail/OBAIKbHCi,https://m.weibo.cn/u/7372791642?,2024-10-15 04:16:20,中国,成都,OBAIKbHCi,扒庸医失败案例号57,#云政要闻# 【王宁与山东大学党委书记任友群校长李术才举行工作会谈】12月7日，省委书记王宁在昆明与山东大学党委书记任友群、校长李术才一行举行工作会谈。 王宁与山东大学党委书记任友群校长李术才举行工作会谈 ,m,0.9999969153456016,0.0,2024-12-08 21:20:58,138.0,,四川,2.9万,0.0,0.0
1130556244.0,,https://m.weibo.cn/detail/P3uPL2XM4,https://m.weibo.cn/u/1880883723?,2024-12-05 21:31:05,中国,北京,P3uPL2XM4,赵璞,【知新楼积木模型】限时返场！！！拼知新，“拼”未来，快来和姗姗一起，把独属于山大的热爱与情怀捧在手心！ 作为一栋矗立在山大人心中的独特地标，知新楼承载了深厚的文化积淀。每一块砖石都记录着历史的沧桑，每一扇窗户都眺望着未来的希望。 关注@山东大学 并转发此微博，姗姗将送出20套知新楼积木 ...全文,m,0.9999999999999618,76.0,2024-12-08 21:20:58,514.0,教育部直属重点综合性大学，国家“211工程”和“985工程”重点建设的高水平大学，世界一流大学建设高校（A类）。微博校园官博联盟会员单位。,北京,128.6万,76.0,101.0
1867169435.0,,https://m.weibo.cn/detail/OFJsbpr38,https://m.weibo.cn/u/5664015066?,2024-11-11 09:51:29,中国,济南,OFJsbpr38,捕鱼达人007,🤍下雪啦☃︎ *･ﾟ  山东大学SDU#下雪啦##山东雪窝子下雪了吗##雪景##下雪了# 威海 ,f,0.854652596299844,2.0,2024-12-08 21:20:58,85.0,,山东,54,1.0,0.0
1868511860.0,,https://m.weibo.cn/detail/OBEvECDLB,https://m.weibo.cn/u/7526090479?,2024-10-15 13:55:05,中国,重庆,OBEvECDLB,瓦是佳佳,#济南轨道交通8号线预计明年底通车#【明年底通车，济南轨道交通8号线全线桥隧贯通】12月5日，在济南轨道交通8号线一期工程建设现场，最后一榀U型梁在潘王路站至山东大学站（均为工程名）区间完成架设，标志着8号线全线桥隧贯通。目前，8号线车站全部封顶，转入装饰装修、机电设备安装阶段，计划2025年 ...全文,m,0.985066017626594,0.0,2024-12-08 21:20:58,122.0,,重庆,1717,0.0,0.0
1870706340.0,,https://m.weibo.cn/detail/P3BnuayTP,https://m.weibo.cn/u/7383854910?,2024-12-06 14:10:41,中国,上海,P3BnuayTP,Lucy是个小疯妞,巧克力柿子超级无敌巨好吃！！！！ 青岛·山东大学青岛校区图书馆 ,f,0.9999948988483738,1.0,2024-12-08 21:20:58,199.0,我们只管向前跑，剩下只有风声,上海,10,1.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3tuvywX9,https://m.weibo.cn/u/3577849617?,2024-12-05 18:06:01,中国,温州,P3tuvywX9,吻奶珊的喵酱,#这就是淄博#这就是淄博# ：《山大“智囊团”来淄入企送“技”》  山大“智囊团”来淄入企送“技” ,m,0.0095209480809456,0.0,2024-12-08 21:20:58,358.0,淄博市人民政府新闻办公室 官方微博,浙江,29万,0.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3tuvywX9,https://m.weibo.cn/u/5880497994?,2024-12-05 18:06:01,中国,温州,P3tuvywX9,吻奶珊的喵酱,2024年12月7日，美籍华人演奏家、作曲家高虹女士琵琶大师班在山东大学洪楼校区艺术学院309音乐厅举办。（摄影/北海） ,m,0.9999965397372778,1.0,2024-12-08 21:20:58,1141.0,海纳百川  厚德载物,浙江,1800,0.0,0.0
1799906660.0,,https://m.weibo.cn/detail/P3tuvywX9,https://m.weibo.cn/u/3577849617?,2024-12-05 18:06:01,中国,温州,P3tuvywX9,吻奶珊的喵酱,#这就是淄博#这就是淄博# ：《山大“智囊团”来淄入企送“技”》  山大“智囊团”来淄入企送“技” ,m,0.0095209480809456,0.0,2024-12-08 21:20:58,358.0,淄博市人民政府新闻办公室 官方微博,浙江,29万,0.0,0.0
1789442461.0,,https://m.weibo.cn/detail/P3Suf8pyc,https://m.weibo.cn/u/1753234175?,2024-12-08 09:44:01,中国,珠海,P3Suf8pyc,研究生申请陈大大,#他竟是真正意义上的山东大汉# 【观澜亭｜身高一米九？孔子竟是真正意义上的“山东大汉”】日前，“何以中国·弦歌不辍”网络主题宣传活动在享有“东方圣城”美誉的山东曲阜启动，中国古代思想家、政治家、教育家，儒家学派创始人孔子再次成为众所瞩目的焦点。 在启动仪式上，山东大学儒学高等研究院教 ...全文,m,0.999999927680728,0.0,2024-12-08 21:20:58,361.0,主流 融合 创新,广东,43.6万,0.0,0.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/3194153385?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,近日，教育部高等教育司公布第二批32个“人工智能+高等教育”应用场景典型案例，科大讯飞助力北京航空航天大学、北京理工大学、北京邮电大学、山东大学、武汉理工大学等5所高校打造的案例成功入选。💪🌹教育部公布第二批“人工智能+高等教育”应用场景典型案例，科大讯飞助力多项案例入选 ,m,0.9992694493597016,22.0,2024-12-08 21:20:58,135.0,机会只留给有准备的人！,山东,19.5万,4.0,2.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/1411435095?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,洪楼教堂，大概是存于每一个在老校读书的山大人心中的景致，于我这个本硕博十多年的老学生更是如此。每每经过，都会不由想起那些年那些人那些事，所有的所有，都是最美的时光 ,f,0.9999996939981384,5.0,2024-12-08 21:20:58,759.0,孤村芳草远，斜日杏花飞,山东,5080,0.0,0.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/6201346584?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,#开国将帅# 2004年12月8日，内蒙古军区原政委廷懋少将在京病逝，享年91岁。廷懋是1955授衔的5位蒙古族开国将军之一，他早年曾就读于冯庸大学附属中学，后考入了青岛的山东大学物理系，大三时因参加声援“一二·九”运动的山东大学学生救国会而被开除。1936年到北平参加了中华民族解放先锋队。1937年10月 ...全文,m,0.9999999959554624,38.0,2024-12-08 21:20:58,6117.0,好好学习，天天向上！,山东,6.8万,34.0,38.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/5521882911?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,参加了三年华为杯数模研赛， 这次终于如愿来到颁奖典礼现场了  华为之夜晚宴挺丰盛， 运气好抽中了三等奖智能台灯 就是有点大不太好带  看别人成群结队， 一起和校旗合照， 感觉南大也太孤单了  明年研赛由矿大承办， 希望还能有机会去现场叭 ...全文,m,0.987827162799214,6.0,2024-12-08 21:20:58,374.0,无心插柳柳成荫那种美丽，没什么期待才会偶遇惊喜。,山东,882,0.0,0.0
1497574603.0,,https://m.weibo.cn/detail/OqnoT7rPp,https://m.weibo.cn/u/1497574603?,2024-08-02 10:08:22,中国,北京,OqnoT7rPp,温儒敏,2011年我从北大退休，受聘为山东大学一級教授，就住在济南的山大宿舍南院。那时山大全校聘任的一级教授有13位，大多不住在济南，而我是搬家到此地过日子的。课不多，也较少应酬，那是难得的安宁的日子。后来因为编教材来回奔波，在北大语文所也有些事要做，又搬回北京住，就改为兼任山大讲席教授。这一 ...全文,m,0.999113478037909,228.0,2024-12-08 21:20:58,1997.0,山东大学文科一级教授，北大中文系教授。,北京,419.4万,13.0,25.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/7561846157?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,自考本科 有没有报计算机科学与技术的同学？山东大学 ,m,0.9964439047668088,0.0,2024-12-08 21:20:58,54.0,,山东,21,1.0,0.0
1559441203.0,OBczQz3T0,https://m.weibo.cn/detail/OBczQz3T0,https://m.weibo.cn/u/2398355695?,2024-10-12 14:48:30,中国,淄博,P3iZCud97,曾经是只小可爱,今天也是都市丽人了一把🪞 济南·山东大学中心校区 ,f,0.9960111310260364,25.0,2024-12-08 21:20:58,2752.0,拼搏百天我要上最好的小学🛵,山东,2726,8.0,0.0
1593380125.0,,https://m.weibo.cn/detail/P3qhDfZC3,,2024-12-05 09:56:02,中国,济南,P3qhDfZC3,一路陪伴jh,,,0.5,,2024-12-08 21:20:58,,,山东,,,
1603919632.0,,https://m.weibo.cn/detail/P3CFgcQpK,https://m.weibo.cn/u/5208920153?,2024-12-06 17:27:13,中国,威海,P3CFgcQpK,北野自治区,果然沿海城市是我的舒适区 青岛·山东大学(青岛校区) ,f,0.9999685282910212,3.0,2024-12-08 21:20:58,322.0,晚风吹人醒,山东,208,2.0,0.0
1647210043.0,OD14twVIv,https://m.weibo.cn/detail/OD14twVIv,https://m.weibo.cn/u/6599253930?,2024-10-24 13:11:36,中国,贵阳,,百姓关注,今天—— 第二次去的体育馆 紧张的考公人 没结账成功的零食 还有好吃的番茄虾滑!就是水放多了 青岛·山东大学(青岛校区) ,f,0.9989167307074068,0.0,2024-12-08 21:20:58,121.0,,贵州,30,4.0,0.0
1660069507.0,,https://m.weibo.cn/detail/P3qMBxoll,https://m.weibo.cn/u/5450756900?,2024-12-05 11:12:21,中国,济南,P3qMBxoll,郎哥有话说,每年冬天的关键词都是：忙碌！ #attention2⃣️study# 青岛·山东大学(青岛校区) ,f,0.9999653816352204,2.0,2024-12-08 21:20:58,353.0,没有人永远年轻，但永远有人正年轻着。,山东,372,0.0,0.0
1679114392.0,,https://m.weibo.cn/detail/P3sxYe08r,https://m.weibo.cn/u/2015162065?,2024-12-05 15:41:46,中国,青岛,P3sxYe08r,猪尾蛋,#一张图证明我来过这里# 济南·山东大学附属山东省肿瘤医院 ,m,0.7275748258861348,0.0,2024-12-08 21:20:58,706.0,传播正能量，用镜头记录生活，记录社会发展历程。 无党派人士。,山东,561,0.0,0.0
1476817753.0,,https://m.weibo.cn/detail/P1B1bEZaJ,https://m.weibo.cn/u/1347322121?,2024-11-23 09:35:09,中国,广州,P1B1bEZaJ,晏凌羊,只改一个字！！让山东大学上档次 ,m,0.9285913781175862,778.0,2024-12-08 21:20:58,201.0,做生活的勇者，我们同行！❤️,广东,79.1万,508.0,28.0
1411435095.0,,https://m.weibo.cn/detail/P3WDIoMX4,https://m.weibo.cn/u/1647210043?,2024-12-08 20:18:21,中国,济南,P3WDIoMX4,沐沐春风,【#山东一高校曝男生多次偷拍女厕被抓# 学校：正在处理此事】#山东多名大学生发帖怒斥偷拍男# 10月22日，山东大学多名学生发帖谴责一男生在理综楼女厕所多次偷拍女生的行迹。有学生表示，一女生拍到偷拍男的正脸后发贴怒斥，但没多久帖子就被学校删除了。还有截图显示，疑似该男生承认多次偷拍，并求饶 ...全文,m,0.0005162262385741,3592.0,2024-12-08 21:20:58,564.0,热线爆料三种方法：①拨打热线13984842424或0851-85377666；②下载《百姓关注》手机客户端爆料；③《百姓关注》微信号菜单进入爆料,山东,383.4万,319.0,207.0
1711530911.0,,https://m.weibo.cn/detail/OBGpYAeB7,https://m.weibo.cn/u/6576723261?,2024-10-15 18:46:35,中国,济南,OBGpYAeB7,新黄河·济南时报,山大一日游结束🔚 青岛·山东大学(青岛校区) ,m,0.9999101608946428,1.0,2024-12-08 21:20:58,196.0,勤快圈,山东,135,1.0,0.0
1729014640.0,,https://m.weibo.cn/detail/OBCLqsXyN,https://m.weibo.cn/u/5751811458?,2024-10-15 09:28:27,中国,北京,OBCLqsXyN,科学网,山大一日游～ 青岛·山东大学(青岛校区) ,f,0.9999309413161384,2.0,2024-12-08 21:20:58,268.0,所有的美好和幸福，是靠自己争取的👏🏼,北京,218,0.0,0.0
1730784747.0,OFOLd9M1a,https://m.weibo.cn/detail/OFOLd9M1a,https://m.weibo.cn/u/3803785662?,2024-11-11 23:22:05,中国,北京,OFOLd9M1a,牛华勇,第一届“安嘉杯”全国高校家事法模拟法庭大赛正在如火如荼的进行中！  下午是决赛，很荣幸能作为决赛的评委之一，和各大高校的师生以及在婚姻家事领域有丰富经验的学者、法官、律师们，一起对家事法进行深度的探讨和学习。  这次大赛由北京交通大学法学院和北京市安嘉律师事务所主办 ...全文,f,0.9999999998960838,0.0,2024-12-08 21:20:58,468.0,赵丽律师咨询微信: lawyerzhaoli专业办婚姻案件10余年 擅长: 离婚诉讼、财产股权分割、抚养权争议、涉外离婚、离婚协议代写等。,北京,77.4万,0.0,0.0
